# Young-Laplace-Residuum (gamma*kappa - delta_p) * a / gamma, ausgewertet
# ALLEIN aus den Knotenkoordinaten: Tangentenwinkel aus den Sehnen,
# Meridiankruemmung aus deren Drehung.  Teilt keinen Code mit dem Loeser.
variant,Pi,s_m,s_over_arclength,residual
pi+1.00,1.000000000e+00,2.444142616e-06,4.667968547e-01,2.178648500e-08
pi+1.00,1.000000000e+00,2.454369154e-06,4.687499796e-01,2.178599625e-08
pi+1.00,1.000000000e+00,2.464595692e-06,4.707031045e-01,2.179612464e-08
pi+1.00,1.000000000e+00,2.474822230e-06,4.726562294e-01,2.178687274e-08
pi+1.00,1.000000000e+00,2.485048768e-06,4.746093543e-01,2.178159204e-08
pi+1.00,1.000000000e+00,2.495275306e-06,4.765624792e-01,2.179851729e-08
pi+1.00,1.000000000e+00,2.505501844e-06,4.785156041e-01,2.177657795e-08
pi+1.00,1.000000000e+00,2.515728383e-06,4.804687291e-01,2.179124536e-08
pi+1.00,1.000000000e+00,2.525954921e-06,4.824218540e-01,2.179571697e-08
pi+1.00,1.000000000e+00,2.536181459e-06,4.843749789e-01,2.177075617e-08
pi+1.00,1.000000000e+00,2.546407997e-06,4.863281038e-01,2.180106166e-08
pi+1.00,1.000000000e+00,2.556634535e-06,4.882812287e-01,2.178311625e-08
pi+1.00,1.000000000e+00,2.566861073e-06,4.902343536e-01,2.179000164e-08
pi+1.00,1.000000000e+00,2.577087611e-06,4.921874786e-01,2.178677475e-08
pi+1.00,1.000000000e+00,2.587314149e-06,4.941406035e-01,2.178601878e-08
pi+1.00,1.000000000e+00,2.597540688e-06,4.960937284e-01,2.179531233e-08
pi+1.00,1.000000000e+00,2.607767226e-06,4.980468533e-01,2.177820860e-08
pi+1.00,1.000000000e+00,2.617993764e-06,4.999999782e-01,2.179952035e-08
pi+1.00,1.000000000e+00,2.628220302e-06,5.019531031e-01,2.178716551e-08
pi+1.00,1.000000000e+00,2.638446840e-06,5.039062280e-01,2.178052700e-08
pi+1.00,1.000000000e+00,2.648673378e-06,5.058593530e-01,2.179007207e-08
pi+1.00,1.000000000e+00,2.658899916e-06,5.078124779e-01,2.178485877e-08
pi+1.00,1.000000000e+00,2.669126455e-06,5.097656028e-01,2.178932777e-08
pi+1.00,1.000000000e+00,2.679352993e-06,5.117187277e-01,2.179186611e-08
pi+1.00,1.000000000e+00,2.689579531e-06,5.136718526e-01,2.177937384e-08
pi+1.00,1.000000000e+00,2.699806069e-06,5.156249775e-01,2.179516826e-08
pi+1.00,1.000000000e+00,2.710032607e-06,5.175781024e-01,2.178497568e-08
pi+1.00,1.000000000e+00,2.720259145e-06,5.195312274e-01,2.179557069e-08
pi+1.00,1.000000000e+00,2.730485683e-06,5.214843523e-01,2.178222144e-08
pi+1.00,1.000000000e+00,2.740712222e-06,5.234374772e-01,2.178522016e-08
pi+1.00,1.000000000e+00,2.750938760e-06,5.253906021e-01,2.178798285e-08
pi+1.00,1.000000000e+00,2.761165298e-06,5.273437270e-01,2.179085963e-08
pi+1.00,1.000000000e+00,2.771391836e-06,5.292968519e-01,2.178148801e-08
pi+1.00,1.000000000e+00,2.781618374e-06,5.312499769e-01,2.180251303e-08
pi+1.00,1.000000000e+00,2.791844912e-06,5.332031018e-01,2.177635822e-08
pi+1.00,1.000000000e+00,2.802071450e-06,5.351562267e-01,2.179459178e-08
pi+1.00,1.000000000e+00,2.812297989e-06,5.371093516e-01,2.178276090e-08
pi+1.00,1.000000000e+00,2.822524527e-06,5.390624765e-01,2.178270919e-08
pi+1.00,1.000000000e+00,2.832751065e-06,5.410156014e-01,2.179329313e-08
pi+1.00,1.000000000e+00,2.842977603e-06,5.429687263e-01,2.178994490e-08
pi+1.00,1.000000000e+00,2.853204141e-06,5.449218513e-01,2.178561112e-08
pi+1.00,1.000000000e+00,2.863430679e-06,5.468749762e-01,2.178772086e-08
pi+1.00,1.000000000e+00,2.873657217e-06,5.488281011e-01,2.179220174e-08
pi+1.00,1.000000000e+00,2.883883756e-06,5.507812260e-01,2.178827783e-08
pi+1.00,1.000000000e+00,2.894110294e-06,5.527343509e-01,2.177867864e-08
pi+1.00,1.000000000e+00,2.904336832e-06,5.546874758e-01,2.178995738e-08
pi+1.00,1.000000000e+00,2.914563370e-06,5.566406007e-01,2.179690596e-08
pi+1.00,1.000000000e+00,2.924789908e-06,5.585937257e-01,2.178413399e-08
pi+1.00,1.000000000e+00,2.935016446e-06,5.605468506e-01,2.178727115e-08
pi+1.00,1.000000000e+00,2.945242984e-06,5.624999755e-01,2.179007328e-08
pi+1.00,1.000000000e+00,2.955469523e-06,5.644531004e-01,2.178421126e-08
pi+1.00,1.000000000e+00,2.965696061e-06,5.664062253e-01,2.178927988e-08
pi+1.00,1.000000000e+00,2.975922599e-06,5.683593502e-01,2.179214137e-08
pi+1.00,1.000000000e+00,2.986149137e-06,5.703124751e-01,2.177787901e-08
pi+1.00,1.000000000e+00,2.996375675e-06,5.722656001e-01,2.179587010e-08
pi+1.00,1.000000000e+00,3.006602213e-06,5.742187250e-01,2.178689729e-08
pi+1.00,1.000000000e+00,3.016828751e-06,5.761718499e-01,2.178711319e-08
pi+1.00,1.000000000e+00,3.027055290e-06,5.781249748e-01,2.178926721e-08
pi+1.00,1.000000000e+00,3.037281828e-06,5.800780997e-01,2.178627634e-08
pi+1.00,1.000000000e+00,3.047508366e-06,5.820312246e-01,2.178648480e-08
pi+1.00,1.000000000e+00,3.057734904e-06,5.839843496e-01,2.179162344e-08
pi+1.00,1.000000000e+00,3.067961442e-06,5.859374745e-01,2.178211721e-08
pi+1.00,1.000000000e+00,3.078187980e-06,5.878905994e-01,2.178913239e-08
pi+1.00,1.000000000e+00,3.088414518e-06,5.898437243e-01,2.179553266e-08
pi+1.00,1.000000000e+00,3.098641057e-06,5.917968492e-01,2.178148338e-08
pi+1.00,1.000000000e+00,3.108867595e-06,5.937499741e-01,2.178689206e-08
pi+1.00,1.000000000e+00,3.119094133e-06,5.957030990e-01,2.179019924e-08
pi+1.00,1.000000000e+00,3.129320671e-06,5.976562240e-01,2.179122182e-08
pi+1.00,1.000000000e+00,3.139547209e-06,5.996093489e-01,2.178215202e-08
pi+1.00,1.000000000e+00,3.149773747e-06,6.015624738e-01,2.179080067e-08
pi+1.00,1.000000000e+00,3.160000285e-06,6.035155987e-01,2.178483080e-08
pi+1.00,1.000000000e+00,3.170226823e-06,6.054687236e-01,2.178816354e-08
pi+1.00,1.000000000e+00,3.180453362e-06,6.074218485e-01,2.178607090e-08
pi+1.00,1.000000000e+00,3.190679900e-06,6.093749734e-01,2.179509562e-08
pi+1.00,1.000000000e+00,3.200906438e-06,6.113280984e-01,2.178196127e-08
pi+1.00,1.000000000e+00,3.211132976e-06,6.132812233e-01,2.178595922e-08
pi+1.00,1.000000000e+00,3.221359514e-06,6.152343482e-01,2.179348811e-08
pi+1.00,1.000000000e+00,3.231586052e-06,6.171874731e-01,2.179180172e-08
pi+1.00,1.000000000e+00,3.241812590e-06,6.191405980e-01,2.178346495e-08
pi+1.00,1.000000000e+00,3.252039129e-06,6.210937229e-01,2.179010768e-08
pi+1.00,1.000000000e+00,3.262265667e-06,6.230468479e-01,2.178269470e-08
pi+1.00,1.000000000e+00,3.272492205e-06,6.249999728e-01,2.179129486e-08
pi+1.00,1.000000000e+00,3.282718743e-06,6.269530977e-01,2.178918672e-08
pi+1.00,1.000000000e+00,3.292945281e-06,6.289062226e-01,2.178750577e-08
pi+1.00,1.000000000e+00,3.303171819e-06,6.308593475e-01,2.179063467e-08
pi+1.00,1.000000000e+00,3.313398357e-06,6.328124724e-01,2.178599745e-08
pi+1.00,1.000000000e+00,3.323624896e-06,6.347655973e-01,2.178335127e-08
pi+1.00,1.000000000e+00,3.333851434e-06,6.367187223e-01,2.179190192e-08
pi+1.00,1.000000000e+00,3.344077972e-06,6.386718472e-01,2.178425090e-08
pi+1.00,1.000000000e+00,3.354304510e-06,6.406249721e-01,2.178657273e-08
pi+1.00,1.000000000e+00,3.364531048e-06,6.425780970e-01,2.178838810e-08
pi+1.00,1.000000000e+00,3.374757586e-06,6.445312219e-01,2.179007690e-08
pi+1.00,1.000000000e+00,3.384984124e-06,6.464843468e-01,2.179155503e-08
pi+1.00,1.000000000e+00,3.395210663e-06,6.484374717e-01,2.178724841e-08
pi+1.00,1.000000000e+00,3.405437201e-06,6.503905967e-01,2.178548013e-08
pi+1.00,1.000000000e+00,3.415663739e-06,6.523437216e-01,2.179115159e-08
pi+1.00,1.000000000e+00,3.425890277e-06,6.542968465e-01,2.178572219e-08
pi+1.00,1.000000000e+00,3.436116815e-06,6.562499714e-01,2.178723493e-08
pi+1.00,1.000000000e+00,3.446343353e-06,6.582030963e-01,2.178767016e-08
pi+1.00,1.000000000e+00,3.456569891e-06,6.601562212e-01,2.178557812e-08
pi+1.00,1.000000000e+00,3.466796430e-06,6.621093461e-01,2.179019260e-08
pi+1.00,1.000000000e+00,3.477022968e-06,6.640624711e-01,2.178742508e-08
pi+1.00,1.000000000e+00,3.487249506e-06,6.660155960e-01,2.179226230e-08
pi+1.00,1.000000000e+00,3.497476044e-06,6.679687209e-01,2.178738705e-08
pi+1.00,1.000000000e+00,3.507702582e-06,6.699218458e-01,2.178461007e-08
pi+1.00,1.000000000e+00,3.517929120e-06,6.718749707e-01,2.178835409e-08
pi+1.00,1.000000000e+00,3.528155658e-06,6.738280956e-01,2.178416800e-08
pi+1.00,1.000000000e+00,3.538382197e-06,6.757812206e-01,2.179383138e-08
pi+1.00,1.000000000e+00,3.548608735e-06,6.777343455e-01,2.178292368e-08
pi+1.00,1.000000000e+00,3.558835273e-06,6.796874704e-01,2.179128218e-08
pi+1.00,1.000000000e+00,3.569061811e-06,6.816405953e-01,2.178550629e-08
pi+1.00,1.000000000e+00,3.579288349e-06,6.835937202e-01,2.178560126e-08
pi+1.00,1.000000000e+00,3.589514887e-06,6.855468451e-01,2.179712206e-08
pi+1.00,1.000000000e+00,3.599741425e-06,6.874999700e-01,2.177997406e-08
pi+1.00,1.000000000e+00,3.609967964e-06,6.894530950e-01,2.179057290e-08
pi+1.00,1.000000000e+00,3.620194502e-06,6.914062199e-01,2.178780719e-08
pi+1.00,1.000000000e+00,3.630421040e-06,6.933593448e-01,2.178922676e-08
pi+1.00,1.000000000e+00,3.640647578e-06,6.953124697e-01,2.178790558e-08
pi+1.00,1.000000000e+00,3.650874116e-06,6.972655946e-01,2.178599765e-08
pi+1.00,1.000000000e+00,3.661100654e-06,6.992187195e-01,2.178783495e-08
pi+1.00,1.000000000e+00,3.671327192e-06,7.011718444e-01,2.178707275e-08
pi+1.00,1.000000000e+00,3.681553730e-06,7.031249694e-01,2.179158260e-08
pi+1.00,1.000000000e+00,3.691780269e-06,7.050780943e-01,2.178694981e-08
pi+1.00,1.000000000e+00,3.702006807e-06,7.070312192e-01,2.178695021e-08
pi+1.00,1.000000000e+00,3.712233345e-06,7.089843441e-01,2.178789411e-08
pi+1.00,1.000000000e+00,3.722459883e-06,7.109374690e-01,2.178637071e-08
pi+1.00,1.000000000e+00,3.732686421e-06,7.128905939e-01,2.178656025e-08
pi+1.00,1.000000000e+00,3.742912959e-06,7.148437189e-01,2.178851225e-08
pi+1.00,1.000000000e+00,3.753139497e-06,7.167968438e-01,2.179125864e-08
pi+1.00,1.000000000e+00,3.763366036e-06,7.187499687e-01,2.178371144e-08
pi+1.00,1.000000000e+00,3.773592574e-06,7.207030936e-01,2.179281041e-08
pi+1.00,1.000000000e+00,3.783819112e-06,7.226562185e-01,2.178396497e-08
pi+1.00,1.000000000e+00,3.794045650e-06,7.246093434e-01,2.179128902e-08
pi+1.00,1.000000000e+00,3.804272188e-06,7.265624683e-01,2.178850259e-08
pi+1.00,1.000000000e+00,3.814498726e-06,7.285155933e-01,2.179097995e-08
pi+1.00,1.000000000e+00,3.824725264e-06,7.304687182e-01,2.178144334e-08
pi+1.00,1.000000000e+00,3.834951803e-06,7.324218431e-01,2.178938814e-08
pi+1.00,1.000000000e+00,3.845178341e-06,7.343749680e-01,2.178790156e-08
pi+1.00,1.000000000e+00,3.855404879e-06,7.363280929e-01,2.179132806e-08
pi+1.00,1.000000000e+00,3.865631417e-06,7.382812178e-01,2.178663853e-08
pi+1.00,1.000000000e+00,3.875857955e-06,7.402343427e-01,2.178603246e-08
pi+1.00,1.000000000e+00,3.886084493e-06,7.421874677e-01,2.178898772e-08
pi+1.00,1.000000000e+00,3.896311031e-06,7.441405926e-01,2.178831043e-08
pi+1.00,1.000000000e+00,3.906537570e-06,7.460937175e-01,2.178535095e-08
pi+1.00,1.000000000e+00,3.916764108e-06,7.480468424e-01,2.179358731e-08
pi+1.00,1.000000000e+00,3.926990646e-06,7.499999673e-01,2.177761521e-08
pi+1.00,1.000000000e+00,3.937217184e-06,7.519530922e-01,2.179780640e-08
pi+1.00,1.000000000e+00,3.947443722e-06,7.539062171e-01,2.178669648e-08
pi+1.00,1.000000000e+00,3.957670260e-06,7.558593421e-01,2.178181599e-08
pi+1.00,1.000000000e+00,3.967896798e-06,7.578124670e-01,2.179242830e-08
pi+1.00,1.000000000e+00,3.978123337e-06,7.597655919e-01,2.178475112e-08
pi+1.00,1.000000000e+00,3.988349875e-06,7.617187168e-01,2.178579724e-08
pi+1.00,1.000000000e+00,3.998576413e-06,7.636718417e-01,2.179041595e-08
pi+1.00,1.000000000e+00,4.008802951e-06,7.656249666e-01,2.178669849e-08
pi+1.00,1.000000000e+00,4.019029489e-06,7.675780916e-01,2.179699992e-08
pi+1.00,1.000000000e+00,4.029256027e-06,7.695312165e-01,2.178611074e-08
pi+1.00,1.000000000e+00,4.039482565e-06,7.714843414e-01,2.178912575e-08
pi+1.00,1.000000000e+00,4.049709104e-06,7.734374663e-01,2.179217417e-08
pi+1.00,1.000000000e+00,4.059935642e-06,7.753905912e-01,2.178359655e-08
pi+1.00,1.000000000e+00,4.070162180e-06,7.773437161e-01,2.178765949e-08
pi+1.00,1.000000000e+00,4.080388718e-06,7.792968410e-01,2.178687254e-08
pi+1.00,1.000000000e+00,4.090615256e-06,7.812499660e-01,2.178841566e-08
pi+1.00,1.000000000e+00,4.100841794e-06,7.832030909e-01,2.178041835e-08
pi+1.00,1.000000000e+00,4.111068332e-06,7.851562158e-01,2.179915293e-08
pi+1.00,1.000000000e+00,4.121294871e-06,7.871093407e-01,2.177850418e-08
pi+1.00,1.000000000e+00,4.131521409e-06,7.890624656e-01,2.179059402e-08
pi+1.00,1.000000000e+00,4.141747947e-06,7.910155905e-01,2.178434567e-08
pi+1.00,1.000000000e+00,4.151974485e-06,7.929687154e-01,2.178463341e-08
pi+1.00,1.000000000e+00,4.162201023e-06,7.949218404e-01,2.178788486e-08
pi+1.00,1.000000000e+00,4.172427561e-06,7.968749653e-01,2.179478937e-08
pi+1.00,1.000000000e+00,4.182654099e-06,7.988280902e-01,2.179596306e-08
pi+1.00,1.000000000e+00,4.192880638e-06,8.007812151e-01,2.178125601e-08
pi+1.00,1.000000000e+00,4.203107176e-06,8.027343400e-01,2.179210877e-08
pi+1.00,1.000000000e+00,4.213333714e-06,8.046874649e-01,2.177705724e-08
pi+1.00,1.000000000e+00,4.223560252e-06,8.066405898e-01,2.178399878e-08
pi+1.00,1.000000000e+00,4.233786790e-06,8.085937148e-01,2.179796898e-08
pi+1.00,1.000000000e+00,4.244013328e-06,8.105468397e-01,2.178006320e-08
pi+1.00,1.000000000e+00,4.254239866e-06,8.124999646e-01,2.179539664e-08
pi+1.00,1.000000000e+00,4.264466404e-06,8.144530895e-01,2.177981631e-08
pi+1.00,1.000000000e+00,4.274692943e-06,8.164062144e-01,2.180238043e-08
pi+1.00,1.000000000e+00,4.284919481e-06,8.183593393e-01,2.178827139e-08
pi+1.00,1.000000000e+00,4.295146019e-06,8.203124643e-01,2.178109443e-08
pi+1.00,1.000000000e+00,4.305372557e-06,8.222655892e-01,2.177671457e-08
pi+1.00,1.000000000e+00,4.315599095e-06,8.242187141e-01,2.179660152e-08
pi+1.00,1.000000000e+00,4.325825633e-06,8.261718390e-01,2.179712568e-08
pi+1.00,1.000000000e+00,4.336052171e-06,8.281249639e-01,2.178595882e-08
pi+1.00,1.000000000e+00,4.346278710e-06,8.300780888e-01,2.177379574e-08
pi+1.00,1.000000000e+00,4.356505248e-06,8.320312137e-01,2.178916036e-08
pi+1.00,1.000000000e+00,4.366731786e-06,8.339843387e-01,2.178592723e-08
pi+1.00,1.000000000e+00,4.376958324e-06,8.359374636e-01,2.179946461e-08
pi+1.00,1.000000000e+00,4.387184862e-06,8.378905885e-01,2.178352129e-08
pi+1.00,1.000000000e+00,4.397411400e-06,8.398437134e-01,2.178040205e-08
pi+1.00,1.000000000e+00,4.407637938e-06,8.417968383e-01,2.179897465e-08
pi+1.00,1.000000000e+00,4.417864477e-06,8.437499632e-01,2.178179969e-08
pi+1.00,1.000000000e+00,4.428091015e-06,8.457030881e-01,2.179183069e-08
pi+1.00,1.000000000e+00,4.438317553e-06,8.476562131e-01,2.179709771e-08
pi+1.00,1.000000000e+00,4.448544091e-06,8.496093380e-01,2.178185905e-08
pi+1.00,1.000000000e+00,4.458770629e-06,8.515624629e-01,2.178230132e-08
pi+1.00,1.000000000e+00,4.468997167e-06,8.535155878e-01,2.179019320e-08
pi+1.00,1.000000000e+00,4.479223705e-06,8.554687127e-01,2.178824483e-08
pi+1.00,1.000000000e+00,4.489450244e-06,8.574218376e-01,2.179373922e-08
pi+1.00,1.000000000e+00,4.499676782e-06,8.593749626e-01,2.178812792e-08
pi+1.00,1.000000000e+00,4.509903320e-06,8.613280875e-01,2.177852410e-08
pi+1.00,1.000000000e+00,4.520129858e-06,8.632812124e-01,2.178974932e-08
pi+1.00,1.000000000e+00,4.530356396e-06,8.652343373e-01,2.178402614e-08
pi+1.00,1.000000000e+00,4.540582934e-06,8.671874622e-01,2.180271747e-08
pi+1.00,1.000000000e+00,4.550809472e-06,8.691405871e-01,2.177943843e-08
pi+1.00,1.000000000e+00,4.561036011e-06,8.710937120e-01,2.179064433e-08
pi+1.00,1.000000000e+00,4.571262549e-06,8.730468370e-01,2.178722467e-08
pi+1.00,1.000000000e+00,4.581489087e-06,8.749999619e-01,2.178115419e-08
pi+1.00,1.000000000e+00,4.591715625e-06,8.769530868e-01,2.179424448e-08
pi+1.00,1.000000000e+00,4.601942163e-06,8.789062117e-01,2.179301284e-08
pi+1.00,1.000000000e+00,4.612168701e-06,8.808593366e-01,2.178829513e-08
pi+1.00,1.000000000e+00,4.622395239e-06,8.828124615e-01,2.178194195e-08
pi+1.00,1.000000000e+00,4.632621778e-06,8.847655864e-01,2.177477042e-08
pi+1.00,1.000000000e+00,4.642848316e-06,8.867187114e-01,2.180364970e-08
pi+1.00,1.000000000e+00,4.653074854e-06,8.886718363e-01,2.177784440e-08
pi+1.00,1.000000000e+00,4.663301392e-06,8.906249612e-01,2.179654437e-08
pi+1.00,1.000000000e+00,4.673527930e-06,8.925780861e-01,2.178581515e-08
pi+1.00,1.000000000e+00,4.683754468e-06,8.945312110e-01,2.178033404e-08
pi+1.00,1.000000000e+00,4.693981006e-06,8.964843359e-01,2.178712909e-08
pi+1.00,1.000000000e+00,4.704207545e-06,8.984374608e-01,2.178493000e-08
pi+1.00,1.000000000e+00,4.714434083e-06,9.003905858e-01,2.179791948e-08
pi+1.00,1.000000000e+00,4.724660621e-06,9.023437107e-01,2.178536362e-08
pi+1.00,1.000000000e+00,4.734887159e-06,9.042968356e-01,2.178891347e-08
pi+1.00,1.000000000e+00,4.745113697e-06,9.062499605e-01,2.178464609e-08
pi+1.00,1.000000000e+00,4.755340235e-06,9.082030854e-01,2.178593830e-08
pi+1.00,1.000000000e+00,4.765566773e-06,9.101562103e-01,2.178612603e-08
pi+1.00,1.000000000e+00,4.775793312e-06,9.121093353e-01,2.179696431e-08
pi+1.00,1.000000000e+00,4.786019850e-06,9.140624602e-01,2.179329937e-08
pi+1.00,1.000000000e+00,4.796246388e-06,9.160155851e-01,2.177543524e-08
pi+1.00,1.000000000e+00,4.806472926e-06,9.179687100e-01,2.179096909e-08
pi+1.00,1.000000000e+00,4.816699464e-06,9.199218349e-01,2.178472054e-08
pi+1.00,1.000000000e+00,4.826926002e-06,9.218749598e-01,2.179351628e-08
pi+1.00,1.000000000e+00,4.837152540e-06,9.238280847e-01,2.179764462e-08
pi+1.00,1.000000000e+00,4.847379078e-06,9.257812097e-01,2.178634395e-08
pi+1.00,1.000000000e+00,4.857605617e-06,9.277343346e-01,2.177608919e-08
pi+1.00,1.000000000e+00,4.867832155e-06,9.296874595e-01,2.180211845e-08
pi+1.00,1.000000000e+00,4.878058693e-06,9.316405844e-01,2.178642564e-08
pi+1.00,1.000000000e+00,4.888285231e-06,9.335937093e-01,2.177174434e-08
pi+1.00,1.000000000e+00,4.898511769e-06,9.355468342e-01,2.180078238e-08
pi+1.00,1.000000000e+00,4.908738307e-06,9.374999591e-01,2.178457104e-08
pi+1.00,1.000000000e+00,4.918964845e-06,9.394530841e-01,2.178229609e-08
pi+1.00,1.000000000e+00,4.929191384e-06,9.414062090e-01,2.179045639e-08
pi+1.00,1.000000000e+00,4.939417922e-06,9.433593339e-01,2.178062681e-08
pi+1.00,1.000000000e+00,4.949644460e-06,9.453124588e-01,2.180449662e-08
pi+1.00,1.000000000e+00,4.959870998e-06,9.472655837e-01,2.176826210e-08
pi+1.00,1.000000000e+00,4.970097536e-06,9.492187086e-01,2.179551495e-08
pi+1.00,1.000000000e+00,4.980324074e-06,9.511718336e-01,2.179434247e-08
pi+1.00,1.000000000e+00,4.990550612e-06,9.531249585e-01,2.179078437e-08
pi+1.00,1.000000000e+00,5.000777151e-06,9.550780834e-01,2.179405292e-08
pi+1.00,1.000000000e+00,5.011003689e-06,9.570312083e-01,2.176674776e-08
pi+1.00,1.000000000e+00,5.021230227e-06,9.589843332e-01,2.180060832e-08
pi+1.00,1.000000000e+00,5.031456765e-06,9.609374581e-01,2.177933520e-08
pi+1.00,1.000000000e+00,5.041683303e-06,9.628905830e-01,2.180600292e-08
pi+1.00,1.000000000e+00,5.051909841e-06,9.648437080e-01,2.178056966e-08
pi+1.00,1.000000000e+00,5.062136379e-06,9.667968329e-01,2.178369434e-08
pi+1.00,1.000000000e+00,5.072362918e-06,9.687499578e-01,2.177677131e-08
pi+1.00,1.000000000e+00,5.082589456e-06,9.707030827e-01,2.180751083e-08
pi+1.00,1.000000000e+00,5.092815994e-06,9.726562076e-01,2.177690693e-08
pi+1.00,1.000000000e+00,5.103042532e-06,9.746093325e-01,2.178356335e-08
pi+1.00,1.000000000e+00,5.113269070e-06,9.765624574e-01,2.180051637e-08
pi+1.00,1.000000000e+00,5.123495608e-06,9.785155824e-01,2.178223110e-08
pi+1.00,1.000000000e+00,5.133722146e-06,9.804687073e-01,2.177954970e-08
pi+1.00,1.000000000e+00,5.143948685e-06,9.824218322e-01,2.180133149e-08
pi+1.00,1.000000000e+00,5.154175223e-06,9.843749571e-01,2.178033484e-08
pi+1.00,1.000000000e+00,5.164401761e-06,9.863280820e-01,2.179482197e-08
pi+1.00,1.000000000e+00,5.174628299e-06,9.882812069e-01,2.178532378e-08
pi+1.00,1.000000000e+00,5.184854837e-06,9.902343318e-01,2.178938934e-08
pi+1.00,1.000000000e+00,5.195081375e-06,9.921874568e-01,2.178635562e-08
pi+1.00,1.000000000e+00,5.205307913e-06,9.941405817e-01,2.178994490e-08
pi+1.00,1.000000000e+00,5.215534452e-06,9.960937066e-01,2.178098034e-08
pi+1.00,1.000000000e+00,5.225760990e-06,9.980468315e-01,2.179236995e-08
pi+1.00,1.000000000e+00,5.235987528e-06,9.999999564e-01,2.179237800e-08
pi+1.50,1.500000000e+00,0.000000000e+00,0.000000000e+00,1.423089157e-08
pi+1.50,1.500000000e+00,5.521237336e-09,9.765624721e-04,1.912811911e-08
pi+1.50,1.500000000e+00,1.104247467e-08,1.953124944e-03,2.109521329e-08
pi+1.50,1.500000000e+00,1.656371201e-08,2.929687416e-03,2.146703746e-08
pi+1.50,1.500000000e+00,2.208494934e-08,3.906249888e-03,2.137134171e-08
pi+1.50,1.500000000e+00,2.760618668e-08,4.882812360e-03,2.139362534e-08
pi+1.50,1.500000000e+00,3.312742401e-08,5.859374833e-03,2.144978583e-08
pi+1.50,1.500000000e+00,3.864866135e-08,6.835937305e-03,2.142783401e-08
pi+1.50,1.500000000e+00,4.416989868e-08,7.812499777e-03,2.140477732e-08
pi+1.50,1.500000000e+00,4.969113602e-08,8.789062249e-03,2.146034463e-08
pi+1.50,1.500000000e+00,5.521237336e-08,9.765624721e-03,2.138368026e-08
pi+1.50,1.500000000e+00,6.073361069e-08,1.074218719e-02,2.152505658e-08
pi+1.50,1.500000000e+00,6.625484803e-08,1.171874967e-02,2.132039552e-08
pi+1.50,1.500000000e+00,7.177608536e-08,1.269531214e-02,2.153407869e-08
pi+1.50,1.500000000e+00,7.729732270e-08,1.367187461e-02,2.140054857e-08
pi+1.50,1.500000000e+00,8.281856003e-08,1.464843708e-02,2.139377323e-08
pi+1.50,1.500000000e+00,8.833979737e-08,1.562499955e-02,2.144628851e-08
pi+1.50,1.500000000e+00,9.386103470e-08,1.660156203e-02,2.148425025e-08
pi+1.50,1.500000000e+00,9.938227204e-08,1.757812450e-02,2.135758319e-08
pi+1.50,1.500000000e+00,1.049035094e-07,1.855468697e-02,2.147968004e-08
pi+1.50,1.500000000e+00,1.104247467e-07,1.953124944e-02,2.142920832e-08
pi+1.50,1.500000000e+00,1.159459840e-07,2.050781191e-02,2.147515068e-08
pi+1.50,1.500000000e+00,1.214672214e-07,2.148437439e-02,2.140138844e-08
pi+1.50,1.500000000e+00,1.269884587e-07,2.246093686e-02,2.140793861e-08
pi+1.50,1.500000000e+00,1.325096961e-07,2.343749933e-02,2.141967391e-08
pi+1.50,1.500000000e+00,1.380309334e-07,2.441406180e-02,2.149888406e-08
pi+1.50,1.500000000e+00,1.435521707e-07,2.539062427e-02,2.142691949e-08
pi+1.50,1.500000000e+00,1.490734081e-07,2.636718675e-02,2.140096529e-08
pi+1.50,1.500000000e+00,1.545946454e-07,2.734374922e-02,2.141383443e-08
